group	tier	audience	bytes	path
C-vcs-repo	T2	AGENT	25389	plugins/source-control/skills/setup/SKILL.md
C-vcs-repo	T3	AGENT	28960	plugins/source-control/skills/setup/reference/apply-convention.md
C-vcs-repo	T2	AGENT	29470	plugins/source-control/skills/worktree/SKILL.md
C-vcs-repo	T3	AGENT	11969	plugins/source-control/skills/worktree/context/audit.md
C-vcs-repo	T3	AGENT	25391	plugins/source-control/skills/worktree/context/cleanup.md
C-vcs-repo	T3	AGENT	16261	plugins/source-control/skills/worktree/context/create.md
C-vcs-repo	T3	AGENT	7676	plugins/source-control/skills/worktree/context/status.md
C-vcs-repo	T3	HUMAN	15994	plugins/source-control/skills/worktree/fixtures/README.md
D-work-planning	T3	HUMAN	33335	plugins/implementation/CHANGELOG.md
D-work-planning	T3	HUMAN	5808	plugins/implementation/README.md
D-work-planning	T2	AGENT	3766	plugins/implementation/agents/implementer.md
D-work-planning	T2	AGENT	3277	plugins/implementation/agents/phase-verifier.md
D-work-planning	T3	AGENT	2789	plugins/implementation/reference/artifact-protocol.md
D-work-planning	T3	AGENT	2437	plugins/implementation/reference/topic-docs.md
D-work-planning	T2	AGENT	23853	plugins/implementation/skills/implement-dispatch/SKILL.md
D-work-planning	T2	AGENT	27043	plugins/implementation/skills/implement/SKILL.md
D-work-planning	T3	AGENT	3235	plugins/implementation/skills/implement/context/bugfix.md
D-work-planning	T3	AGENT	3469	plugins/implementation/skills/implement/context/feature.md
D-work-planning	T3	AGENT	2476	plugins/implementation/skills/implement/context/gotchas.md
D-work-planning	T3	AGENT	2822	plugins/implementation/skills/implement/context/refactor.md
D-work-planning	T3	HUMAN	76251	plugins/planning/CHANGELOG.md
D-work-planning	T3	HUMAN	11440	plugins/planning/README.md
D-work-planning	T3	AGENT	2789	plugins/planning/reference/artifact-protocol.md
D-work-planning	T3	AGENT	14060	plugins/planning/reference/standards-contract.md
D-work-planning	T3	AGENT	5601	plugins/planning/reference/topic-docs.md
D-work-planning	T2	AGENT	12486	plugins/planning/skills/audit-answers/SKILL.md
D-work-planning	T2	AGENT	4580	plugins/planning/skills/brainstorm/SKILL.md
D-work-planning	T2	AGENT	5360	plugins/planning/skills/design-handoff/SKILL.md
D-work-planning	T3	AGENT	1275	plugins/planning/skills/design-handoff/evals/fixtures/design-threads-all-resolved.md
D-work-planning	T3	AGENT	961	plugins/planning/skills/design-handoff/evals/fixtures/design-threads-single-gap.md
D-work-planning	T3	AGENT	825	plugins/planning/skills/design-handoff/evals/fixtures/design-threads-unresolved-gap.md
D-work-planning	T2	AGENT	15846	plugins/planning/skills/design/SKILL.md
D-work-planning	T2	AGENT	19151	plugins/planning/skills/devils-advocate/SKILL.md
D-work-planning	T2	AGENT	11903	plugins/planning/skills/draft-goal-condition/SKILL.md
D-work-planning	T2	AGENT	43363	plugins/planning/skills/interview/SKILL.md
D-work-planning	T3	AGENT	4626	plugins/planning/skills/interview/context/gotchas.md
D-work-planning	T3	AGENT	31771	plugins/planning/skills/interview/context/loop.md
D-work-planning	T3	AGENT	9264	plugins/planning/skills/interview/context/session-config.md
D-work-planning	T3	AGENT	1962	plugins/planning/skills/interview/evals/fixtures/auto-guard-residue/codebase-survey.md
D-work-planning	T3	AGENT	2022	plugins/planning/skills/interview/evals/fixtures/auto-guard-residue/task-context.md
D-work-planning	T3	AGENT	1735	plugins/planning/skills/interview/evals/fixtures/lock-stop-on-gap/codebase-survey.md
D-work-planning	T3	AGENT	2280	plugins/planning/skills/interview/evals/fixtures/lock-stop-on-gap/task-context.md
D-work-planning	T3	AGENT	4669	plugins/planning/skills/interview/templates/checklist.md
D-work-planning	T2	AGENT	45670	plugins/planning/skills/plan/SKILL.md
D-work-planning	T3	AGENT	2870	plugins/planning/skills/plan/context/plan-reviewer.md
D-work-planning	T3	AGENT	17428	plugins/planning/skills/plan/context/plan-template.md
D-work-planning	T3	AGENT	3573	plugins/planning/skills/plan/context/research-iterate.md
D-work-planning	T3	AGENT	3056	plugins/planning/skills/plan/context/stress-test-triggers.md
D-work-planning	T3	AGENT	3568	plugins/planning/skills/plan/context/tag-decisions.md
D-work-planning	T3	AGENT	1906	plugins/planning/skills/plan/templates/checklist.md
D-work-planning	T2	AGENT	19427	plugins/planning/skills/prd/SKILL.md
D-work-planning	T3	AGENT	10142	plugins/planning/skills/prd/context/templates.md
D-work-planning	T2	AGENT	5509	plugins/planning/skills/questionnaire/SKILL.md
D-work-planning	T3	AGENT	1141	plugins/planning/skills/questionnaire/templates/questionnaire.md
D-work-planning	T2	AGENT	12349	plugins/planning/skills/setup/SKILL.md
D-work-planning	T2	AGENT	13769	plugins/planning/skills/wayfind/SKILL.md
D-work-planning	T3	AGENT	4812	plugins/planning/skills/wayfind/context/map-anatomy.md
D-work-planning	T3	AGENT	9890	plugins/planning/skills/wayfind/context/tracker-mechanics.md
D-work-planning	T3	HUMAN	13759	plugins/prototype/CHANGELOG.md
D-work-planning	T3	HUMAN	2877	plugins/prototype/README.md
D-work-planning	T3	AGENT	4638	plugins/prototype/context/discipline.md
D-work-planning	T2	AGENT	14775	plugins/prototype/skills/explore-directions/SKILL.md
D-work-planning	T2	AGENT	10651	plugins/prototype/skills/pressure-test/SKILL.md
D-work-planning	T3	HUMAN	193461	plugins/work-items/CHANGELOG.md
D-work-planning	T3	HUMAN	18960	plugins/work-items/README.md
D-work-planning	T3	AGENT	4454	plugins/work-items/reference/agent-brief.md
D-work-planning	T3	AGENT	1003	plugins/work-items/reference/ai-disclaimer.md
D-work-planning	T3	AGENT	4392	plugins/work-items/reference/capability-tier-labels.md
D-work-planning	T3	AGENT	7042	plugins/work-items/reference/dogfood-filing.md
D-work-planning	T3	AGENT	1248	plugins/work-items/reference/escalation-marker.md
D-work-planning	T3	AGENT	9803	plugins/work-items/reference/execution-shape.md
D-work-planning	T3	AGENT	2326	plugins/work-items/reference/issue-conventions.md
D-work-planning	T3	AGENT	6008	plugins/work-items/reference/item-content-trust.md
D-work-planning	T3	AGENT	9740	plugins/work-items/reference/label-taxonomy.md
D-work-planning	T3	AGENT	18256	plugins/work-items/reference/permission-preflight.md
D-work-planning	T3	AGENT	6159	plugins/work-items/reference/pipeline-shape.md
D-work-planning	T3	AGENT	1802	plugins/work-items/reference/standing-item-preconditions.md
D-work-planning	T3	AGENT	2916	plugins/work-items/reference/topic-docs.md
D-work-planning	T3	AGENT	18624	plugins/work-items/reference/tracker-seam.md
D-work-planning	T3	AGENT	2231	plugins/work-items/reference/work-class-labels.md
D-work-planning	T2	AGENT	23683	plugins/work-items/skills/attend-queue/SKILL.md
D-work-planning	T2	AGENT	25979	plugins/work-items/skills/decompose/SKILL.md
D-work-planning	T2	AGENT	12829	plugins/work-items/skills/onboard-adapter/SKILL.md
D-work-planning	T3	AGENT	8305	plugins/work-items/skills/onboard-adapter/reference/adapter-spec.md
D-work-planning	T3	AGENT	5451	plugins/work-items/skills/onboard-adapter/reference/live-exploration.md
D-work-planning	T2	AGENT	4477	plugins/work-items/skills/scan-todos/SKILL.md
D-work-planning	T2	AGENT	43515	plugins/work-items/skills/setup/SKILL.md
D-work-planning	T3	AGENT	1710	plugins/work-items/skills/setup/reference/capability-tier-axis-migration.md
D-work-planning	T3	AGENT	1826	plugins/work-items/skills/setup/reference/capability-tier-backfill.md
D-work-planning	T3	AGENT	3920	plugins/work-items/skills/setup/reference/overlay-ignore-probes.md
D-work-planning	T3	AGENT	7180	plugins/work-items/skills/setup/reference/providers.md
D-work-planning	T2	AGENT	11995	plugins/work-items/skills/ship/SKILL.md
D-work-planning	T2	AGENT	5436	plugins/work-items/skills/track/SKILL.md
D-work-planning	T3	AGENT	11303	plugins/work-items/skills/track/actions/add.md
D-work-planning	T3	AGENT	4840	plugins/work-items/skills/track/actions/audit.md
D-work-planning	T3	AGENT	5060	plugins/work-items/skills/track/actions/done.md
D-work-planning	T3	AGENT	3764	plugins/work-items/skills/track/actions/due.md
D-work-planning	T3	AGENT	1803	plugins/work-items/skills/track/actions/list.md
D-work-planning	T3	AGENT	4002	plugins/work-items/skills/track/actions/recheck.md
D-work-planning	T3	AGENT	1821	plugins/work-items/skills/track/actions/search.md
D-work-planning	T3	AGENT	9760	plugins/work-items/skills/track/actions/start.md
D-work-planning	T3	AGENT	1592	plugins/work-items/skills/track/actions/stats.md
D-work-planning	T2	AGENT	30019	plugins/work-items/skills/triage/SKILL.md
D-work-planning	T2	AGENT	35700	plugins/work-items/skills/work-loop/SKILL.md
D-work-planning	T3	AGENT	3215	plugins/work-items/skills/work-loop/reference/invocation-argv.md
D-work-planning	T3	AGENT	3038	plugins/work-items/skills/work-loop/reference/mode-drain.md
D-work-planning	T3	AGENT	1733	plugins/work-items/skills/work-loop/reference/mode-standing.md
D-work-planning	T3	AGENT	9258	plugins/work-items/skills/work-loop/reference/telemetry-upsert.md
D-work-planning	T2	AGENT	38194	plugins/work-items/skills/work/SKILL.md
D-work-planning	T3	AGENT	3559	plugins/work-items/templates/checklist.md
D-work-planning	T3	AGENT	49119	plugins/work-items/tools/work-item-tracker/CONTRACT.md
D-work-planning	T3	HUMAN	10354	plugins/work-items/tools/work-item-tracker/adapters/gitea/README.md
D-work-planning	T3	HUMAN	23041	plugins/work-items/tools/work-item-tracker/adapters/github/README.md
D-work-planning	T3	HUMAN	4723	plugins/work-items/tools/work-item-tracker/adapters/jira/README.md
D-work-planning	T3	HUMAN	11256	plugins/work-items/tools/work-item-tracker/adapters/linear/README.md
D-work-planning	T3	HUMAN	4260	plugins/work-items/tools/work-item-tracker/adapters/linear/schema-check/README.md
D-work-planning	T3	HUMAN	2987	plugins/work-items/tools/work-item-tracker/adapters/local-markdown/README.md
E-session-behavior	T3	HUMAN	7991	plugins/adhd/CHANGELOG.md
E-session-behavior	T3	HUMAN	7360	plugins/adhd/README.md
E-session-behavior	T2	AGENT	14129	plugins/adhd/skills/clarify/SKILL.md
E-session-behavior	T2	AGENT	9153	plugins/adhd/skills/shape/SKILL.md
E-session-behavior	T3	HUMAN	69763	plugins/autonomy/CHANGELOG.md
E-session-behavior	T3	HUMAN	21302	plugins/autonomy/README.md
E-session-behavior	T3	AGENT	6999	plugins/autonomy/reference/autonomous-pipeline-reminder.md
E-session-behavior	T3	AGENT	3063	plugins/autonomy/reference/binding-seam.md
E-session-behavior	T3	AGENT	8307	plugins/autonomy/reference/guardrails.md
E-session-behavior	T3	AGENT	4604	plugins/autonomy/reference/guardrails/admission-policy.md
E-session-behavior	T3	AGENT	4761	plugins/autonomy/reference/guardrails/isolation-ladder.md
E-session-behavior	T3	AGENT	4402	plugins/autonomy/reference/guardrails/security-review.md
E-session-behavior	T3	AGENT	19028	plugins/autonomy/reference/guardrails/verification-topology.md
E-session-behavior	T3	AGENT	11777	plugins/autonomy/reference/guardrails/work-classes.md
E-session-behavior	T3	AGENT	14085	plugins/autonomy/reference/prerequisite-resolution.md
E-session-behavior	T3	AGENT	12703	plugins/autonomy/reference/return-accounting.md
E-session-behavior	T3	AGENT	1904	plugins/autonomy/reference/role-topology.md
E-session-behavior	T3	AGENT	33693	plugins/autonomy/reference/routines.md
E-session-behavior	T3	AGENT	5214	plugins/autonomy/reference/routines/advisory-cve-triage.md
E-session-behavior	T3	AGENT	5604	plugins/autonomy/reference/routines/backlog-readiness-check.md
E-session-behavior	T3	AGENT	6094	plugins/autonomy/reference/routines/ci-health-review.md
E-session-behavior	T3	AGENT	7150	plugins/autonomy/reference/routines/dependency-update-wave.md
E-session-behavior	T3	AGENT	8237	plugins/autonomy/reference/routines/doc-freshness-sweep.md
E-session-behavior	T3	AGENT	5558	plugins/autonomy/reference/routines/duplicate-detection-sweep.md
E-session-behavior	T3	AGENT	4038	plugins/autonomy/reference/routines/eng-metrics-digest.md
E-session-behavior	T3	AGENT	5517	plugins/autonomy/reference/routines/issue-triage-sweep.md
E-session-behavior	T3	AGENT	5676	plugins/autonomy/reference/routines/pr-queue-tending.md
E-session-behavior	T3	AGENT	4717	plugins/autonomy/reference/routines/tech-debt-sweep.md
E-session-behavior	T3	AGENT	7695	plugins/autonomy/reference/runner.md
E-session-behavior	T3	AGENT	13703	plugins/autonomy/reference/runner/escalation.md
E-session-behavior	T3	AGENT	5996	plugins/autonomy/reference/runner/lifecycle.md
E-session-behavior	T3	AGENT	7792	plugins/autonomy/reference/runner/seams.md
E-session-behavior	T3	AGENT	4522	plugins/autonomy/reference/runner/topology.md
E-session-behavior	T3	AGENT	6209	plugins/autonomy/reference/telemetry.md
E-session-behavior	T3	AGENT	15498	plugins/autonomy/reference/trigger-dispatch.md
E-session-behavior	T3	AGENT	850	plugins/autonomy/reference/wiring-vs-advisor.md
E-session-behavior	T2	AGENT	36956	plugins/autonomy/skills/setup/SKILL.md
E-session-behavior	T3	AGENT	12961	plugins/autonomy/skills/setup/context/capture-slice.md
E-session-behavior	T3	AGENT	1994	plugins/autonomy/skills/setup/context/gotchas.md
E-session-behavior	T3	AGENT	4019	plugins/autonomy/skills/setup/context/prerequisite-resolution-slice.md
E-session-behavior	T3	AGENT	5721	plugins/autonomy/skills/setup/context/trigger-dispatch-slice.md
E-session-behavior	T3	AGENT	476	plugins/autonomy/skills/setup/scripts/fixtures/prerequisite-resolution-slice/slice-binding/envelope.md
E-session-behavior	T3	HUMAN	7	plugins/autonomy/skills/setup/scripts/fixtures/prerequisite-resolution/positive-verdict/repo/docs/README.md
E-session-behavior	T3	AGENT	550	plugins/autonomy/skills/setup/templates/ack-reply.md
E-session-behavior	T3	AGENT	4634	plugins/autonomy/skills/setup/templates/ci-otlp-artifact.md
E-session-behavior	T3	AGENT	19963	plugins/autonomy/skills/setup/templates/isolation-probe.md
E-session-behavior	T3	AGENT	9211	plugins/autonomy/skills/setup/templates/return-capture.md
E-session-behavior	T3	AGENT	7545	plugins/autonomy/skills/setup/templates/routine-definitions.md
E-session-behavior	T3	AGENT	7060	plugins/autonomy/skills/setup/templates/trigger-adapters.md
E-session-behavior	T3	HUMAN	46895	plugins/discipline/CHANGELOG.md
E-session-behavior	T3	HUMAN	26072	plugins/discipline/README.md
E-session-behavior	T3	AGENT	6576	plugins/discipline/context/re-anchor-audit-correct.md
E-session-behavior	T2	AGENT	8810	plugins/discipline/skills/do-your-research-deep/SKILL.md
E-session-behavior	T2	AGENT	7028	plugins/discipline/skills/do-your-research/SKILL.md
E-session-behavior	T2	AGENT	5555	plugins/discipline/skills/follow-our-standards/SKILL.md
E-session-behavior	T2	AGENT	5969	plugins/discipline/skills/mind-your-maxims/SKILL.md
E-session-behavior	T2	AGENT	6677	plugins/discipline/skills/pick-for-the-problem/SKILL.md
E-session-behavior	T2	AGENT	5756	plugins/discipline/skills/point-dont-copy/SKILL.md
E-session-behavior	T2	AGENT	5766	plugins/discipline/skills/reason-dont-recite/SKILL.md
E-session-behavior	T2	AGENT	5803	plugins/discipline/skills/recheck-against-upstream-deep/SKILL.md
E-session-behavior	T2	AGENT	6077	plugins/discipline/skills/recheck-against-upstream/SKILL.md
E-session-behavior	T2	AGENT	9787	plugins/discipline/skills/reuse-or-replace/SKILL.md
E-session-behavior	T2	AGENT	9092	plugins/discipline/skills/script-the-deterministic-work/SKILL.md
E-session-behavior	T2	AGENT	8785	plugins/discipline/skills/scrutinize-dont-coast/SKILL.md
E-session-behavior	T2	AGENT	7179	plugins/discipline/skills/setup/SKILL.md
E-session-behavior	T2	AGENT	29927	plugins/discipline/skills/sweep-all/SKILL.md
E-session-behavior	T2	AGENT	5360	plugins/discipline/skills/tighten-your-output/SKILL.md
E-session-behavior	T2	AGENT	8662	plugins/discipline/skills/use-your-skills/SKILL.md
E-session-behavior	T2	AGENT	2422	plugins/discipline/skills/wait-what/SKILL.md
E-session-behavior	T3	HUMAN	89433	plugins/playbooks/CHANGELOG.md
E-session-behavior	T3	HUMAN	3646	plugins/playbooks/README.md
E-session-behavior	T3	AGENT	11747	plugins/playbooks/reference/model-adaptation/opus-4-8.md
E-session-behavior	T3	AGENT	26276	plugins/playbooks/reference/model-adaptation/opus-5.md
E-session-behavior	T3	AGENT	17185	plugins/playbooks/reference/model-adaptation/sonnet-5.md
E-session-behavior	T2	AGENT	13516	plugins/playbooks/skills/boris/SKILL.md
E-session-behavior	T3	AGENT	6254	plugins/playbooks/skills/boris/reference/advanced.md
E-session-behavior	T3	AGENT	3760	plugins/playbooks/skills/boris/reference/automation.md
E-session-behavior	T3	AGENT	18214	plugins/playbooks/skills/boris/reference/autonomy.md
E-session-behavior	T3	AGENT	4899	plugins/playbooks/skills/boris/reference/context-engineering.md
E-session-behavior	T3	AGENT	4436	plugins/playbooks/skills/boris/reference/customization.md
E-session-behavior	T3	AGENT	6746	plugins/playbooks/skills/boris/reference/favorites.md
E-session-behavior	T3	AGENT	9071	plugins/playbooks/skills/boris/reference/foundations.md
E-session-behavior	T3	AGENT	4180	plugins/playbooks/skills/boris/reference/loops.md
E-session-behavior	T3	AGENT	13619	plugins/playbooks/skills/boris/reference/orchestration.md
E-session-behavior	T3	AGENT	3232	plugins/playbooks/skills/boris/reference/unknowns.md
E-session-behavior	T3	AGENT	2355	plugins/playbooks/skills/boris/reference/workflows.md
E-session-behavior	T3	AGENT	1422	plugins/playbooks/skills/boris/reference/worktrees.md
E-session-behavior	T2	AGENT	21769	plugins/playbooks/skills/fable-5/SKILL.md
E-session-behavior	T3	AGENT	18621	plugins/playbooks/skills/fable-5/context/calibration.md
E-session-behavior	T3	AGENT	18020	plugins/playbooks/skills/fable-5/context/communication.md
E-session-behavior	T3	AGENT	16134	plugins/playbooks/skills/fable-5/context/context-economy.md
E-session-behavior	T3	AGENT	10107	plugins/playbooks/skills/fable-5/context/debugging.md
E-session-behavior	T3	AGENT	14362	plugins/playbooks/skills/fable-5/context/execution.md
E-session-behavior	T3	AGENT	17468	plugins/playbooks/skills/fable-5/context/orchestration.md
E-session-behavior	T3	AGENT	13802	plugins/playbooks/skills/fable-5/context/planning.md
E-session-behavior	T3	AGENT	21678	plugins/playbooks/skills/fable-5/context/problem-framing.md
E-session-behavior	T3	AGENT	22966	plugins/playbooks/skills/fable-5/context/reasoning-moves.md
E-session-behavior	T3	AGENT	10309	plugins/playbooks/skills/fable-5/context/recovery.md
E-session-behavior	T3	AGENT	12437	plugins/playbooks/skills/fable-5/context/trust-and-authority.md
E-session-behavior	T3	AGENT	13179	plugins/playbooks/skills/fable-5/context/verification.md
E-session-behavior	T2	AGENT	10956	plugins/playbooks/skills/skill-authoring/SKILL.md
E-session-behavior	T3	AGENT	4224	plugins/playbooks/skills/skill-authoring/reference/precompute-context.md
E-session-behavior	T3	AGENT	7898	plugins/playbooks/skills/skill-authoring/reference/verification-loops-in-skills.md
E-session-behavior	T2	AGENT	4747	plugins/playbooks/skills/update/SKILL.md
E-session-behavior	T3	HUMAN	155957	plugins/session-flow/CHANGELOG.md
E-session-behavior	T3	HUMAN	29214	plugins/session-flow/README.md
E-session-behavior	T3	AGENT	1316	plugins/session-flow/output-styles/brain-fried.md
E-session-behavior	T3	AGENT	3207	plugins/session-flow/reference/gather.md
E-session-behavior	T3	AGENT	13443	plugins/session-flow/reference/observer.md
E-session-behavior	T3	AGENT	2717	plugins/session-flow/reference/off-thread-work.md
E-session-behavior	T3	AGENT	40679	plugins/session-flow/reference/save-point.md
E-session-behavior	T3	AGENT	23269	plugins/session-flow/reference/structure.md
E-session-behavior	T3	AGENT	4325	plugins/session-flow/reference/topic-docs.md
E-session-behavior	T2	AGENT	10085	plugins/session-flow/skills/clean-stop/SKILL.md
E-session-behavior	T2	AGENT	14929	plugins/session-flow/skills/continue-in-background/SKILL.md
E-session-behavior	T2	AGENT	39702	plugins/session-flow/skills/find-handoff/SKILL.md
E-session-behavior	T2	AGENT	19923	plugins/session-flow/skills/handoff/SKILL.md
E-session-behavior	T3	AGENT	4619	plugins/session-flow/skills/handoff/context/gotchas.md
E-session-behavior	T2	AGENT	11680	plugins/session-flow/skills/keep-going/SKILL.md
E-session-behavior	T2	AGENT	18620	plugins/session-flow/skills/orchestrate/SKILL.md
E-session-behavior	T3	AGENT	4229	plugins/session-flow/skills/orchestrate/context/gotchas.md
E-session-behavior	T3	AGENT	23404	plugins/session-flow/skills/orchestrate/context/sources.md
E-session-behavior	T2	AGENT	6894	plugins/session-flow/skills/orient/SKILL.md
E-session-behavior	T2	AGENT	8833	plugins/session-flow/skills/reanchor/SKILL.md
E-session-behavior	T2	AGENT	10088	plugins/session-flow/skills/reconcile/SKILL.md
E-session-behavior	T2	AGENT	7552	plugins/session-flow/skills/retro/SKILL.md
E-session-behavior	T3	AGENT	2827	plugins/session-flow/skills/retro/context/codify.md
E-session-behavior	T3	AGENT	2199	plugins/session-flow/skills/retro/context/quick.md
E-session-behavior	T3	AGENT	12979	plugins/session-flow/skills/retro/context/session.md
E-session-behavior	T3	AGENT	1890	plugins/session-flow/skills/retro/context/trends.md
E-session-behavior	T3	AGENT	10702	plugins/session-flow/skills/retro/reference/ecosystem-improvement-catalog.md
E-session-behavior	T2	AGENT	17055	plugins/session-flow/skills/running-retro/SKILL.md
E-session-behavior	T3	AGENT	10360	plugins/session-flow/skills/running-retro/context/checkpoint.md
E-session-behavior	T2	AGENT	6869	plugins/session-flow/skills/setup/SKILL.md
E-session-behavior	T2	AGENT	13345	plugins/session-flow/skills/show-options/SKILL.md
E-session-behavior	T3	AGENT	8461	plugins/session-flow/skills/show-options/context/buckets.md
E-session-behavior	T3	AGENT	6788	plugins/session-flow/skills/show-options/context/candidate-ladder.md
E-session-behavior	T2	AGENT	12877	plugins/session-flow/skills/workflow/SKILL.md
E-session-behavior	T3	AGENT	16079	plugins/session-flow/skills/workflow/context/continuation.md
E-session-behavior	T3	AGENT	1985	plugins/session-flow/skills/workflow/context/philosophy.md
E-session-behavior	T3	AGENT	3237	plugins/session-flow/skills/workflow/context/pre-pr.md
E-session-behavior	T3	AGENT	3588	plugins/session-flow/skills/workflow/context/spec-first.md
E-session-behavior	T3	AGENT	4841	plugins/session-flow/skills/workflow/context/steps.md
E-session-behavior	T3	AGENT	1246	plugins/session-flow/skills/workflow/context/wrap-up.md
E-session-behavior	T3	AGENT	2046	plugins/session-flow/skills/workflow/templates/checklist.md
F-quality-verify	T3	HUMAN	10841	plugins/bugs/CHANGELOG.md
F-quality-verify	T3	HUMAN	10679	plugins/bugs/README.md
F-quality-verify	T3	AGENT	4899	plugins/bugs/reference/config.md
F-quality-verify	T2	AGENT	16054	plugins/bugs/skills/scan/SKILL.md
F-quality-verify	T3	AGENT	5499	plugins/bugs/skills/scan/context/findings-report.md
F-quality-verify	T3	AGENT	8898	plugins/bugs/skills/scan/context/lenses.md
F-quality-verify	T3	AGENT	5302	plugins/bugs/skills/scan/context/verification-gate.md
F-quality-verify	T2	AGENT	10316	plugins/bugs/skills/setup/SKILL.md
F-quality-verify	T2	AGENT	11313	plugins/bugs/skills/write/SKILL.md
F-quality-verify	T3	AGENT	5011	plugins/bugs/skills/write/context/template.md
F-quality-verify	T3	AGENT	1196	plugins/bugs/skills/write/evals/fixtures/pagination-correct-offset.md
F-quality-verify	T3	HUMAN	6392	plugins/codebase-health/CHANGELOG.md
F-quality-verify	T3	HUMAN	4921	plugins/codebase-health/README.md
F-quality-verify	T2	AGENT	15242	plugins/codebase-health/skills/audit/SKILL.md
F-quality-verify	T3	AGENT	6090	plugins/codebase-health/skills/audit/context/discovery-method.md
F-quality-verify	T3	AGENT	3413	plugins/codebase-health/skills/audit/reference/audit-checklist.md
F-quality-verify	T3	AGENT	1194	plugins/codebase-health/skills/audit/reference/category-playbook.md
F-quality-verify	T3	AGENT	1307	plugins/codebase-health/skills/audit/templates/checklist.md
F-quality-verify	T2	AGENT	8270	plugins/codebase-health/skills/setup/SKILL.md
F-quality-verify	T3	AGENT	3058	plugins/codebase-health/skills/setup/templates/config-template.md
F-quality-verify	T3	HUMAN	4464	plugins/debugging/CHANGELOG.md
F-quality-verify	T3	HUMAN	2583	plugins/debugging/README.md
F-quality-verify	T2	AGENT	18270	plugins/debugging/skills/debug/SKILL.md
F-quality-verify	T3	AGENT	2225	plugins/debugging/skills/debug/reference/ecosystem-debugging.md
F-quality-verify	T3	AGENT	928	plugins/debugging/skills/debug/templates/checklist.md
F-quality-verify	T3	HUMAN	1601	plugins/evals/CHANGELOG.md
F-quality-verify	T3	HUMAN	2744	plugins/evals/README.md
F-quality-verify	T2	AGENT	5952	plugins/evals/skills/design/SKILL.md
F-quality-verify	T2	AGENT	4834	plugins/evals/skills/methodology/SKILL.md
F-quality-verify	T3	AGENT	2773	plugins/evals/skills/methodology/reference/eval-design.md
F-quality-verify	T3	AGENT	3273	plugins/evals/skills/methodology/reference/grading.md
F-quality-verify	T3	AGENT	3128	plugins/evals/skills/methodology/reference/recipes.md
F-quality-verify	T3	AGENT	3899	plugins/evals/skills/methodology/reference/success-criteria.md
F-quality-verify	T3	HUMAN	22485	plugins/mutation-testing/CHANGELOG.md
F-quality-verify	T3	HUMAN	6341	plugins/mutation-testing/README.md
F-quality-verify	T2	AGENT	28106	plugins/mutation-testing/skills/audit/SKILL.md
F-quality-verify	T3	AGENT	26531	plugins/mutation-testing/skills/audit/context/persist-findings.md
F-quality-verify	T3	AGENT	10457	plugins/mutation-testing/skills/audit/context/suppression.md
F-quality-verify	T2	AGENT	5234	plugins/mutation-testing/skills/principles/SKILL.md
F-quality-verify	T3	AGENT	4438	plugins/mutation-testing/skills/principles/reference/metrics.md
F-quality-verify	T3	AGENT	5025	plugins/mutation-testing/skills/principles/reference/operators-and-states.md
F-quality-verify	T3	AGENT	8546	plugins/mutation-testing/skills/principles/reference/scaling-and-suppression.md
F-quality-verify	T3	AGENT	4303	plugins/mutation-testing/skills/principles/reference/theory.md
F-quality-verify	T3	AGENT	7368	plugins/mutation-testing/skills/principles/reference/tooling.md
F-quality-verify	T2	AGENT	11628	plugins/mutation-testing/skills/setup/SKILL.md
F-quality-verify	T3	AGENT	3363	plugins/mutation-testing/skills/setup/templates/config-template.md
F-quality-verify	T3	HUMAN	89549	plugins/review/CHANGELOG.md
F-quality-verify	T3	HUMAN	6642	plugins/review/README.md
F-quality-verify	T2	AGENT	5459	plugins/review/agents/architecture-guardian.md
F-quality-verify	T2	AGENT	7649	plugins/review/agents/ci-log-auditor.md
F-quality-verify	T2	AGENT	7712	plugins/review/agents/code-reviewer.md
F-quality-verify	T2	AGENT	5416	plugins/review/agents/doc-drift-detector.md
F-quality-verify	T2	AGENT	5863	plugins/review/agents/ecosystem-specialist.md
F-quality-verify	T2	AGENT	8439	plugins/review/agents/security-reviewer.md
F-quality-verify	T3	AGENT	3742	plugins/review/context/severity.md
F-quality-verify	T3	AGENT	14060	plugins/review/reference/standards-contract.md
F-quality-verify	T3	AGENT	4717	plugins/review/reference/topic-docs.md
F-quality-verify	T2	AGENT	3873	plugins/review/skills/code-review/SKILL.md
F-quality-verify	T2	AGENT	15954	plugins/review/skills/fanout/SKILL.md
F-quality-verify	T3	AGENT	7836	plugins/review/skills/fanout/context/default-mode.md
F-quality-verify	T3	AGENT	8672	plugins/review/skills/fanout/context/findings-normalization.md
F-quality-verify	T3	AGENT	42462	plugins/review/skills/fanout/context/fix-pass-mode.md
F-quality-verify	T3	AGENT	2769	plugins/review/skills/fanout/context/leaf-roster.md
F-quality-verify	T3	AGENT	12052	plugins/review/skills/fanout/context/run-everything-mode.md
F-quality-verify	T2	AGENT	11609	plugins/review/skills/quality-gate/SKILL.md
F-quality-verify	T3	AGENT	1487	plugins/review/skills/quality-gate/context/architecture.md
F-quality-verify	T3	AGENT	26118	plugins/review/skills/quality-gate/context/close-out.md
F-quality-verify	T3	AGENT	3017	plugins/review/skills/quality-gate/context/code.md
F-quality-verify	T3	AGENT	2107	plugins/review/skills/quality-gate/context/criteria.md
